match_id,team_id,team_name,opponent_id,opponent_name,starting_11_players,team_xg
122876,30,VfL Wolfsburg,29,Borussia Dortmund,"['Koen Casteels', 'Maximilian Arnold', 'Jonas Wind', 'Rogério', 'Mattias Svanberg', 'Vaclav Cerny', 'Joakim Maehle', 'Lovro Majer', 'Maxence Lacroix', 'Moritz Jenz', 'Tiago Tomás']",0.66876
122877,31,TSG 1899 Hoffenheim,446,1. FC Union Berlin,"['Andrej Kramaric', 'Pavel Kaderabek', 'Kevin Vogt', 'John Brooks', 'Oliver Baumann', 'Ozan Kabak', 'Wout Weghorst', 'Grischa Prömel', 'Robert Skov', 'Maximilian Beier', 'Anton Stach']",1.9326100000000004
122877,446,1. FC Union Berlin,31,TSG 1899 Hoffenheim,"['Frederik Rönnow', 'Leonardo Bonucci', 'Janik Haberer', 'Lucas Tousart', 'Diogo Leite', 'Danilho Doekhi', 'Josip Juranovic', 'Robin Gosens', 'Sheraldo Becker', 'Kevin Behrens', 'Brenden Aaronson']",1.82774
122878,32,Borussia Mönchengladbach,37,RasenBallsport Leipzig,"['Julian Weigl', 'Nico Elvedi', 'Moritz Nicolas', 'Maximilian Wöber', 'Ko Itakura', 'Franck Honorat', 'Rocco Reitz', 'Jordan', 'Manu Koné', 'Joe Scally', 'Luca Netz']",0.76761
122878,37,RasenBallsport Leipzig,32,Borussia Mönchengladbach,"['Kevin Kampl', 'Benjamin Henrichs', 'Loïs Openda', 'Xaver Schlager', 'David Raum', 'Janis Blaswich', 'Castello Lukeba', 'Mohamed Simakan', 'Benjamin Sesko', 'Xavi Simons', 'Fábio Carvalho']",0.65773
122879,39,FC Augsburg,42,1. FSV Mainz 05,"['Jeffrey Gouweleeuw', 'Finn Dahmen', 'Elvis Rexhbecaj', 'Kevin Mbabu', 'Felix Uduokhai', 'Phillip Tietz', 'Ermedin Demirovic', 'Patric Pfeiffer', 'Rubén Vargas', 'Iago', 'Arne Engels']",1.0418
122879,42,1. FSV Mainz 05,39,FC Augsburg,"['Karim Onisiwo', 'Dominik Kohr', 'Stefan Bell', 'Danny da Costa', 'Robin Zentner', 'Edimilson Fernandes', 'Jae-sung Lee', 'Tom Krauß', 'Leandro Barreiro', 'Anthony Caci', 'Ludovic Ajorque']",0.6590600000000001
122880,27,1. FC Köln,38,SV Werder Bremen,"['Florian Kainz', 'Benno Schmitz', 'Luca Waldschmidt', 'Davie Selke', 'Leart Paçarada', 'Timo Hübers', 'Marvin Schwäbe', 'Jeff Chabot', 'Dejan Ljubicic', 'Linton Maina', 'Denis Huseinbasic']",0.9825
122880,38,SV Werder Bremen,27,1. FC Köln,"['Mitchell Weiser', 'Milos Veljkovic', 'Niklas Stark', 'Romano Schmid', 'Amos Pieper', 'Senne Lynen', 'Rafael Borré', 'Jiri Pavlenka', 'Marvin Ducksch', 'Jens Stage', 'Olivier Deman']",1.6720800000000002
122881,41,Bayer 04 Leverkusen,432,1. FC Heidenheim 1846,"['Granit Xhaka', 'Jonathan Tah', 'Lukas Hradecky', 'Jonas Hofmann', 'Alejandro Grimaldo', 'Exequiel Palacios', 'Jeremie Frimpong', 'Odilon Kossounou', 'Edmond Tapsoba', 'Florian Wirtz', 'Victor Boniface']",3.5726699999999996
122881,432,1. FC Heidenheim 1846,41,Bayer 04 Leverkusen,"['Jonas Föhrenbach', 'Niklas Beste', 'Norman Theuerkauf', 'Kevin Müller', 'Tim Kleindienst', 'Nikola Dovedan', 'Lennard Maloney', 'Patrick Mainka', 'Omar Traoré', 'Eren Dinkçi', 'Tim Siersleben']",0.09827
122882,34,SC Freiburg,35,Eintracht Frankfurt,"['Matthias Ginter', 'Roland Sallai', 'Lukas Kübler', 'Vincenzo Grifo', 'Maximilian Eggestein', 'Lucas Höler', 'Ritsu Doan', 'Philipp Lienhart', 'Yannik Keitel', 'Noah Atubolu', 'Kiliann Sildillia']",0.56813
122882,35,Eintracht Frankfurt,34,SC Freiburg,"['Kevin Trapp', 'Ellyes Skhiri', 'Aurélio Buta', 'Robin Koch', 'Junior Dina Ebimbe', 'Tuta', 'Niels Nkounkou', 'Willian Pacho', 'Omar Marmoush', 'Hugo Larsson', 'Farès Chaïbi']",0.76025
122883,29,Borussia Dortmund,31,TSG 1899 Hoffenheim,"['Mats Hummels', 'Marco Reus', 'Julian Brandt', 'Salih Özcan', 'Gregor Kobel', 'Ramy Bensebaini', 'Donyell Malen', 'Niclas Füllkrug', 'Felix Nmecha', 'Julian Ryerson', 'Nico Schlotterbeck']",1.6424699999999999
122883,31,TSG 1899 Hoffenheim,29,Borussia Dortmund,"['Andrej Kramaric', 'Kevin Vogt', 'John Brooks', 'Oliver Baumann', 'Florian Grillitsch', 'Ozan Kabak', 'Ihlas Bebou', 'Grischa Prömel', 'Robert Skov', 'Maximilian Beier', 'Anton Stach']",1.79027
122884,30,VfL Wolfsburg,35,Eintracht Frankfurt,"['Yannick Gerhardt', 'Koen Casteels', 'Maximilian Arnold', 'Jonas Wind', 'Ridle Baku', 'Mattias Svanberg', 'Joakim Maehle', 'Lovro Majer', 'Maxence Lacroix', 'Cédric Zesiger', 'Tiago Tomás']",3.04958
122884,35,Eintracht Frankfurt,30,VfL Wolfsburg,"['Mario Götze', 'Kevin Trapp', 'Ellyes Skhiri', 'Aurélio Buta', 'Robin Koch', 'Junior Dina Ebimbe', 'Tuta', 'Willian Pacho', 'Omar Marmoush', 'Hugo Larsson', 'Farès Chaïbi']",1.19321
122885,41,Bayer 04 Leverkusen,42,1. FSV Mainz 05,"['Granit Xhaka', 'Jonathan Tah', 'Lukas Hradecky', 'Jonas Hofmann', 'Alejandro Grimaldo', 'Exequiel Palacios', 'Jeremie Frimpong', 'Odilon Kossounou', 'Edmond Tapsoba', 'Florian Wirtz', 'Victor Boniface']",0.7454999999999999
122885,42,1. FSV Mainz 05,41,Bayer 04 Leverkusen,"['Karim Onisiwo', 'Dominik Kohr', 'Stefan Bell', 'Danny da Costa', 'Robin Zentner', 'Edimilson Fernandes', 'Jae-sung Lee', 'Leandro Barreiro', 'Anthony Caci', 'Sepp van den Berg', 'Brajan Gruda']",0.41581000000000007
122886,27,1. FC Köln,46,VfB Stuttgart,"['Florian Kainz', 'Davie Selke', 'Leart Paçarada', 'Timo Hübers', 'Marvin Schwäbe', 'Jeff Chabot', 'Steffen Tigges', 'Dejan Ljubicic', 'Linton Maina', 'Rasmus Carstensen', 'Denis Huseinbasic']",1.06988
122886,46,VfB Stuttgart,27,1. FC Köln,"['Alexander Nübel', 'Serhou Guirassy', 'Pascal Stenzel', 'Waldemar Anton', 'Atakan Karazor', 'Angelo Stiller', 'Chris Führich', 'Enzo Millot', 'Hiroki Ito', 'Jamie Leweling', 'Anthony Rouault']",2.21408
122887,32,Borussia Mönchengladbach,416,VfL Bochum,"['Julian Weigl', 'Nico Elvedi', 'Moritz Nicolas', 'Alassane Pléa', 'Maximilian Wöber', 'Florian Neuhaus', 'Ko Itakura', 'Franck Honorat', 'Rocco Reitz', 'Jordan', 'Luca Netz']",3.74847
122887,416,VfL Bochum,32,Borussia Mönchengladbach,"['Matus Bero', 'Felix Passlack', 'Kevin Stöger', 'Ivan Ordets', 'Bernardo', 'Manuel Riemann', 'Anthony Losilla', 'Takuma Asano', 'Maximilian Wittek', 'Erhan Masovic', 'Philipp Hofmann']",2.2330400000000004
122888,432,1. FC Heidenheim 1846,446,1. FC Union Berlin,"['Jonas Föhrenbach', 'Niklas Beste', 'Norman Theuerkauf', 'Kevin Müller', 'Tim Kleindienst', 'Lennard Maloney', 'Patrick Mainka', 'Omar Traoré', 'Eren Dinkçi', 'Tim Siersleben', 'Marvin Pieringer']",0.8268299999999998
122888,446,1. FC Union Berlin,432,1. FC Heidenheim 1846,"['Frederik Rönnow', 'Leonardo Bonucci', 'Lucas Tousart', 'Diogo Leite', 'Christopher Trimmel', 'Danilho Doekhi', 'Alex Král', 'Robin Gosens', 'Sheraldo Becker', 'Kevin Behrens', 'David Datro Fofana']",1.8765899999999998
122889,33,FC Bayern München,37,RasenBallsport Leipzig,"['Joshua Kimmich', 'Leroy Sané', 'Harry Kane', 'Kingsley Coman', 'Leon Goretzka', 'Sven Ulreich', 'Konrad Laimer', 'Dayot Upamecano', 'Alphonso Davies', 'Min-jae Kim', 'Jamal Musiala']",2.11263
122889,37,RasenBallsport Leipzig,33,FC Bayern München,"['Emil Forsberg', 'Yussuf Poulsen', 'Kevin Kampl', 'Benjamin Henrichs', 'Loïs Openda', 'Xaver Schlager', 'David Raum', 'Janis Blaswich', 'Castello Lukeba', 'Mohamed Simakan', 'Xavi Simons']",0.59362
122890,36,SV Darmstadt 98,38,SV Werder Bremen,"['Fabian Holland', 'Tobias Kempe', 'Christoph Klarer', 'Marcel Schuhen', 'Tim Skarke', 'Marvin Mehlem', 'Matthias Bader', 'Klaus Gjasula', 'Luca Pfeiffer', 'Fabian Nürnberger', 'Matej Maglica']",2.4362799999999996
122890,38,SV Werder Bremen,36,SV Darmstadt 98,"['Mitchell Weiser', 'Milos Veljkovic', 'Romano Schmid', 'Amos Pieper', 'Senne Lynen', 'Rafael Borré', 'Jiri Pavlenka', 'Marvin Ducksch', 'Jens Stage', 'Christian Groß', 'Olivier Deman']",1.10965
122891,34,SC Freiburg,39,FC Augsburg,"['Matthias Ginter', 'Roland Sallai', 'Lukas Kübler', 'Vincenzo Grifo', 'Maximilian Eggestein', 'Lucas Höler', 'Ritsu Doan', 'Philipp Lienhart', 'Yannik Keitel', 'Noah Atubolu', 'Kiliann Sildillia']",1.0790000000000002
122891,39,FC Augsburg,34,SC Freiburg,"['Jeffrey Gouweleeuw', 'Finn Dahmen', 'Elvis Rexhbecaj', 'Kevin Mbabu', 'Felix Uduokhai', 'Phillip Tietz', 'Ermedin Demirovic', 'Patric Pfeiffer', 'Rubén Vargas', 'Iago', 'Tim Breithaupt']",1.01881
122892,32,Borussia Mönchengladbach,42,1. FSV Mainz 05,"['Julian Weigl', 'Nico Elvedi', 'Moritz Nicolas', 'Alassane Pléa', 'Maximilian Wöber', 'Florian Neuhaus', 'Ko Itakura', 'Franck Honorat', 'Rocco Reitz', 'Jordan', 'Luca Netz']",1.9723799999999998
122892,42,1. FSV Mainz 05,32,Borussia Mönchengladbach,"['Stefan Bell', 'Danny da Costa', 'Robin Zentner', 'Edimilson Fernandes', 'Jae-sung Lee', 'Tom Krauß', 'Leandro Barreiro', 'Anthony Caci', 'Sepp van den Berg', 'Ludovic Ajorque', 'Brajan Gruda']",1.0841100000000001
122893,29,Borussia Dortmund,446,1. FC Union Berlin,"['Emre Can', 'Mats Hummels', 'Marco Reus', 'Gregor Kobel', 'Marius Wolf', 'Donyell Malen', 'Niclas Füllkrug', 'Felix Nmecha', 'Julian Ryerson', 'Nico Schlotterbeck', 'Jamie Gittens']",1.43038
122893,446,1. FC Union Berlin,29,Borussia Dortmund,"['Frederik Rönnow', 'Leonardo Bonucci', 'Janik Haberer', 'Aïssa Laïdouni', 'Diogo Leite', 'Christopher Trimmel', 'Danilho Doekhi', 'Alex Král', 'Robin Gosens', 'Sheraldo Becker', 'Kevin Behrens']",1.6694199999999997
122894,37,RasenBallsport Leipzig,416,VfL Bochum,"['Kevin Kampl', 'Lukas Klostermann', 'Loïs Openda', 'Xaver Schlager', 'David Raum', 'Janis Blaswich', 'Christoph Baumgartner', 'Castello Lukeba', 'Mohamed Simakan', 'Benjamin Sesko', 'Xavi Simons']",2.4976999999999996
122894,416,VfL Bochum,37,RasenBallsport Leipzig,"['Danilo Soares', 'Kevin Stöger', 'Ivan Ordets', 'Cristian Gamboa', 'Bernardo', 'Gonçalo Paciência', 'Manuel Riemann', 'Anthony Losilla', 'Takuma Asano', 'Patrick Osterhage', 'Keven Schlotterbeck']",0.54778
122895,36,SV Darmstadt 98,39,FC Augsburg,"['Fabian Holland', 'Tobias Kempe', 'Christoph Klarer', 'Marcel Schuhen', 'Tim Skarke', 'Marvin Mehlem', 'Matthias Bader', 'Jannik Müller', 'Luca Pfeiffer', 'Fabian Nürnberger', 'Matej Maglica']",2.0585
122895,39,FC Augsburg,36,SV Darmstadt 98,"['Jeffrey Gouweleeuw', 'Finn Dahmen', 'Robert Gumny', 'Elvis Rexhbecaj', 'Felix Uduokhai', 'Phillip Tietz', 'Ermedin Demirovic', 'Patric Pfeiffer', 'Iago', 'Dion Beljo', 'Tim Breithaupt']",1.19014
122896,30,VfL Wolfsburg,46,VfB Stuttgart,"['Yannick Gerhardt', 'Koen Casteels', 'Maximilian Arnold', 'Jonas Wind', 'Ridle Baku', 'Mattias Svanberg', 'Joakim Maehle', 'Lovro Majer', 'Maxence Lacroix', 'Cédric Zesiger', 'Tiago Tomás']",1.1291
122896,46,VfB Stuttgart,30,VfL Wolfsburg,"['Alexander Nübel', 'Serhou Guirassy', 'Pascal Stenzel', 'Waldemar Anton', 'Atakan Karazor', 'Angelo Stiller', 'Chris Führich', 'Enzo Millot', 'Hiroki Ito', 'Jamie Leweling', 'Anthony Rouault']",2.9245799999999997
122897,31,TSG 1899 Hoffenheim,38,SV Werder Bremen,"['Pavel Kaderabek', 'Kevin Vogt', 'John Brooks', 'Oliver Baumann', 'Florian Grillitsch', 'Ozan Kabak', 'Wout Weghorst', 'Grischa Prömel', 'Robert Skov', 'Maximilian Beier', 'Anton Stach']",1.84416
122897,38,SV Werder Bremen,31,TSG 1899 Hoffenheim,"['Mitchell Weiser', 'Milos Veljkovic', 'Anthony Jung', 'Naby Keïta', 'Romano Schmid', 'Marco Friedl', 'Senne Lynen', 'Jiri Pavlenka', 'Nicolai Rapp', 'Marvin Ducksch', 'Justin Njinmah']",0.95546
122898,27,1. FC Köln,41,Bayer 04 Leverkusen,"['Florian Kainz', 'Davie Selke', 'Leart Paçarada', 'Timo Hübers', 'Marvin Schwäbe', 'Jeff Chabot', 'Dejan Ljubicic', 'Rasmus Carstensen', 'Eric Martel', 'Faride Alidou', 'Denis Huseinbasic']",1.17141
122898,41,Bayer 04 Leverkusen,27,1. FC Köln,"['Granit Xhaka', 'Jonathan Tah', 'Lukas Hradecky', 'Jonas Hofmann', 'Alejandro Grimaldo', 'Exequiel Palacios', 'Jeremie Frimpong', 'Odilon Kossounou', 'Edmond Tapsoba', 'Florian Wirtz', 'Victor Boniface']",2.4912199999999998
122899,33,FC Bayern München,34,SC Freiburg,"['Joshua Kimmich', 'Leroy Sané', 'Thomas Müller', 'Harry Kane', 'Kingsley Coman', 'Leon Goretzka', 'Sven Ulreich', 'Dayot Upamecano', 'Noussair Mazraoui', 'Alphonso Davies', 'Min-jae Kim']",2.25163
122899,34,SC Freiburg,33,FC Bayern München,"['Roland Sallai', 'Lukas Kübler', 'Manuel Gulde', 'Vincenzo Grifo', 'Maximilian Eggestein', 'Lucas Höler', 'Ritsu Doan', 'Philipp Lienhart', 'Noah Atubolu', 'Kiliann Sildillia', 'Merlin Röhl']",0.18275000000000002
122900,35,Eintracht Frankfurt,432,1. FC Heidenheim 1846,"['Kevin Trapp', 'Philipp Max', 'Ellyes Skhiri', 'Aurélio Buta', 'Robin Koch', 'Jessic Ngankam', 'Tuta', 'Willian Pacho', 'Omar Marmoush', 'Hugo Larsson', 'Farès Chaïbi']",1.81766
122900,432,1. FC Heidenheim 1846,35,Eintracht Frankfurt,"['Jonas Föhrenbach', 'Niklas Beste', 'Norman Theuerkauf', 'Kevin Müller', 'Tim Kleindienst', 'Lennard Maloney', 'Patrick Mainka', 'Omar Traoré', 'Eren Dinkçi', 'Tim Siersleben', 'Marvin Pieringer']",1.17047
122901,29,Borussia Dortmund,38,SV Werder Bremen,"['Emre Can', 'Mats Hummels', 'Marco Reus', 'Julian Brandt', 'Gregor Kobel', 'Marius Wolf', 'Donyell Malen', 'Niclas Füllkrug', 'Felix Nmecha', 'Julian Ryerson', 'Nico Schlotterbeck']",2.8262900000000006
122901,38,SV Werder Bremen,29,Borussia Dortmund,"['Mitchell Weiser', 'Milos Veljkovic', 'Leonardo Bittencourt', 'Anthony Jung', 'Michael Zetterer', 'Romano Schmid', 'Marco Friedl', 'Dawid Kownacki', 'Marvin Ducksch', 'Jens Stage', 'Olivier Deman']",0.65829
122902,46,VfB Stuttgart,446,1. FC Union Berlin,"['Alexander Nübel', 'Serhou Guirassy', 'Maximilian Mittelstädt', 'Waldemar Anton', 'Dan-Axel Zagadou', 'Atakan Karazor', 'Angelo Stiller', 'Chris Führich', 'Enzo Millot', 'Jamie Leweling', 'Anthony Rouault']",1.57157
122902,446,1. FC Union Berlin,46,VfB Stuttgart,"['Frederik Rönnow', 'Kevin Volland', 'Robin Knoche', 'Janik Haberer', 'Rani Khedira', 'Lucas Tousart', 'Diogo Leite', 'Christopher Trimmel', 'Danilho Doekhi', 'Robin Gosens', 'Kevin Behrens']",0.8697999999999999
122903,34,SC Freiburg,416,VfL Bochum,"['Matthias Ginter', 'Roland Sallai', 'Maximilian Philipp', 'Nicolas Höfler', 'Manuel Gulde', 'Vincenzo Grifo', 'Maximilian Eggestein', 'Ritsu Doan', 'Philipp Lienhart', 'Noah Atubolu', 'Noah Weißhaupt']",2.7682499999999997
122903,416,VfL Bochum,34,SC Freiburg,"['Danilo Soares', 'Kevin Stöger', 'Ivan Ordets', 'Cristian Gamboa', 'Bernardo', 'Gonçalo Paciência', 'Manuel Riemann', 'Anthony Losilla', 'Takuma Asano', 'Christopher Antwi-Adjei', 'Keven Schlotterbeck']",1.01478
122904,30,VfL Wolfsburg,41,Bayer 04 Leverkusen,"['Yannick Gerhardt', 'Maximilian Arnold', 'Jonas Wind', 'Ridle Baku', 'Mattias Svanberg', 'Sebastiaan Bornauw', 'Joakim Maehle', 'Maxence Lacroix', 'Pavao Pervan', 'Moritz Jenz', 'Tiago Tomás']",1.7499599999999997
122904,41,Bayer 04 Leverkusen,30,VfL Wolfsburg,"['Granit Xhaka', 'Jonathan Tah', 'Lukas Hradecky', 'Jonas Hofmann', 'Alejandro Grimaldo', 'Exequiel Palacios', 'Josip Stanisic', 'Jeremie Frimpong', 'Amine Adli', 'Edmond Tapsoba', 'Victor Boniface']",2.52337
122905,31,TSG 1899 Hoffenheim,35,Eintracht Frankfurt,"['Pavel Kaderabek', 'Kevin Vogt', 'John Brooks', 'Oliver Baumann', 'Florian Grillitsch', 'Wout Weghorst', 'Grischa Prömel', 'Robert Skov', 'Attila Szalai', 'Maximilian Beier', 'Anton Stach']",1.5394400000000001
122905,35,Eintracht Frankfurt,31,TSG 1899 Hoffenheim,"['Philipp Max', 'Jens Grahl', 'Ellyes Skhiri', 'Aurélio Buta', 'Robin Koch', 'Tuta', 'Ansgar Knauff', 'Willian Pacho', 'Omar Marmoush', 'Hugo Larsson', 'Farès Chaïbi']",2.15316
122906,36,SV Darmstadt 98,37,RasenBallsport Leipzig,"['Fabian Holland', 'Tobias Kempe', 'Christoph Klarer', 'Marcel Schuhen', 'Tim Skarke', 'Marvin Mehlem', 'Jannik Müller', 'Luca Pfeiffer', 'Fabian Nürnberger', 'Oscar Vilhelmsson', 'Matej Maglica']",2.47677
122906,37,RasenBallsport Leipzig,36,SV Darmstadt 98,"['Emil Forsberg', 'Yussuf Poulsen', 'Kevin Kampl', 'Benjamin Henrichs', 'Loïs Openda', 'Amadou Haidara', 'David Raum', 'Janis Blaswich', 'Castello Lukeba', 'Mohamed Simakan', 'Xavi Simons']",1.7336300000000002
122907,33,FC Bayern München,42,1. FSV Mainz 05,"['Joshua Kimmich', 'Leroy Sané', 'Harry Kane', 'Kingsley Coman', 'Leon Goretzka', 'Sven Ulreich', 'Konrad Laimer', 'Matthijs de Ligt', 'Alphonso Davies', 'Min-jae Kim', 'Jamal Musiala']",1.29248
122907,42,1. FSV Mainz 05,33,FC Bayern München,"['Dominik Kohr', 'Stefan Bell', 'Danny da Costa', 'Robin Zentner', 'Edimilson Fernandes', 'Jae-sung Lee', 'Leandro Barreiro', 'Anthony Caci', 'Sepp van den Berg', 'Ludovic Ajorque', 'Brajan Gruda']",1.39356
122908,27,1. FC Köln,32,Borussia Mönchengladbach,"['Florian Kainz', 'Luca Waldschmidt', 'Davie Selke', 'Leart Paçarada', 'Timo Hübers', 'Marvin Schwäbe', 'Jeff Chabot', 'Dejan Ljubicic', 'Linton Maina', 'Rasmus Carstensen', 'Eric Martel']",2.5834400000000004
122908,32,Borussia Mönchengladbach,27,1. FC Köln,"['Julian Weigl', 'Nico Elvedi', 'Moritz Nicolas', 'Marvin Friedrich', 'Alassane Pléa', 'Maximilian Wöber', 'Florian Neuhaus', 'Franck Honorat', 'Tomas Cvancara', 'Manu Koné', 'Luca Netz']",0.24381999999999998
122909,39,FC Augsburg,432,1. FC Heidenheim 1846,"['Jeffrey Gouweleeuw', 'Niklas Dorsch', 'Finn Dahmen', 'Robert Gumny', 'Elvis Rexhbecaj', 'Felix Uduokhai', 'Sven Michel', 'Phillip Tietz', 'Mads Pedersen', 'Fredrik Jensen', 'Ermedin Demirovic']",2.8805899999999998
122909,432,1. FC Heidenheim 1846,39,FC Augsburg,"['Jonas Föhrenbach', 'Niklas Beste', 'Kevin Müller', 'Denis Thomalla', 'Tim Kleindienst', 'Lennard Maloney', 'Patrick Mainka', 'Adrian Beck', 'Omar Traoré', 'Eren Dinkçi', 'Tim Siersleben']",1.14103
122910,33,FC Bayern München,36,SV Darmstadt 98,"['Joshua Kimmich', 'Leroy Sané', 'Harry Kane', 'Kingsley Coman', 'Manuel Neuer', 'Konrad Laimer', 'Matthijs de Ligt', 'Noussair Mazraoui', 'Alphonso Davies', 'Min-jae Kim', 'Jamal Musiala']",4.21489
122910,36,SV Darmstadt 98,33,FC Bayern München,"['Tobias Kempe', 'Christoph Klarer', 'Fabian Schnellhardt', 'Marcel Schuhen', 'Tim Skarke', 'Marvin Mehlem', 'Matthias Bader', 'Klaus Gjasula', 'Luca Pfeiffer', 'Fabian Nürnberger', 'Matej Maglica']",0.6950299999999999
122911,27,1. FC Köln,37,RasenBallsport Leipzig,"['Florian Kainz', 'Luca Waldschmidt', 'Davie Selke', 'Leart Paçarada', 'Timo Hübers', 'Marvin Schwäbe', 'Jeff Chabot', 'Dejan Ljubicic', 'Linton Maina', 'Rasmus Carstensen', 'Eric Martel']",0.69246
122911,37,RasenBallsport Leipzig,27,1. FC Köln,"['Timo Werner', 'Benjamin Henrichs', 'Lukas Klostermann', 'Loïs Openda', 'Xaver Schlager', 'Amadou Haidara', 'David Raum', 'Janis Blaswich', 'Castello Lukeba', 'Mohamed Simakan', 'Xavi Simons']",3.5693099999999998
122912,34,SC Freiburg,41,Bayer 04 Leverkusen,"['Matthias Ginter', 'Lukas Kübler', 'Nicolas Höfler', 'Vincenzo Grifo', 'Maximilian Eggestein', 'Lucas Höler', 'Ritsu Doan', 'Philipp Lienhart', 'Noah Atubolu', 'Kiliann Sildillia', 'Merlin Röhl']",0.79149
122912,41,Bayer 04 Leverkusen,34,SC Freiburg,"['Granit Xhaka', 'Jonathan Tah', 'Lukas Hradecky', 'Jonas Hofmann', 'Alejandro Grimaldo', 'Exequiel Palacios', 'Jeremie Frimpong', 'Odilon Kossounou', 'Edmond Tapsoba', 'Florian Wirtz', 'Victor Boniface']",1.57595
122913,29,Borussia Dortmund,35,Eintracht Frankfurt,"['Mats Hummels', 'Marcel Sabitzer', 'Marco Reus', 'Salih Özcan', 'Gregor Kobel', 'Marius Wolf', 'Ramy Bensebaini', 'Donyell Malen', 'Niclas Füllkrug', 'Nico Schlotterbeck', 'Giovanni Reyna']",1.5797599999999998
122913,35,Eintracht Frankfurt,29,Borussia Dortmund,"['Kevin Trapp', 'Philipp Max', 'Ellyes Skhiri', 'Aurélio Buta', 'Robin Koch', 'Tuta', 'Ansgar Knauff', 'Willian Pacho', 'Omar Marmoush', 'Hugo Larsson', 'Farès Chaïbi']",2.90455
122914,32,Borussia Mönchengladbach,432,1. FC Heidenheim 1846,"['Julian Weigl', 'Nico Elvedi', 'Moritz Nicolas', 'Alassane Pléa', 'Maximilian Wöber', 'Franck Honorat', 'Rocco Reitz', 'Jordan', 'Nathan Ngoumou', 'Joe Scally', 'Luca Netz']",0.89436
122914,432,1. FC Heidenheim 1846,32,Borussia Mönchengladbach,"['Jonas Föhrenbach', 'Niklas Beste', 'Norman Theuerkauf', 'Kevin Müller', 'Tim Kleindienst', 'Lennard Maloney', 'Patrick Mainka', 'Adrian Beck', 'Omar Traoré', 'Eren Dinkçi', 'Tim Siersleben']",0.47844
122915,38,SV Werder Bremen,446,1. FC Union Berlin,"['Mitchell Weiser', 'Milos Veljkovic', 'Leonardo Bittencourt', 'Anthony Jung', 'Michael Zetterer', 'Romano Schmid', 'Marco Friedl', 'Rafael Borré', 'Marvin Ducksch', 'Jens Stage', 'Olivier Deman']",0.91675
122915,446,1. FC Union Berlin,38,SV Werder Bremen,"['Frederik Rönnow', 'Leonardo Bonucci', 'Robin Knoche', 'Janik Haberer', 'Rani Khedira', 'Diogo Leite', 'Christopher Trimmel', 'Robin Gosens', 'Sheraldo Becker', 'Kevin Behrens', 'Brenden Aaronson']",0.41775000000000007
122916,42,1. FSV Mainz 05,416,VfL Bochum,"['Karim Onisiwo', 'Dominik Kohr', 'Stefan Bell', 'Danny da Costa', 'Robin Zentner', 'Maxim Leitsch', 'Leandro Barreiro', 'Anthony Caci', 'Sepp van den Berg', 'Ludovic Ajorque', 'Brajan Gruda']",0.50888
122916,416,VfL Bochum,42,1. FSV Mainz 05,"['Danilo Soares', 'Kevin Stöger', 'Ivan Ordets', 'Cristian Gamboa', 'Bernardo', 'Manuel Riemann', 'Anthony Losilla', 'Takuma Asano', 'Philipp Förster', 'Keven Schlotterbeck', 'Moritz Broschinski']",1.88043
122917,30,VfL Wolfsburg,39,FC Augsburg,"['Maximilian Arnold', 'Jonas Wind', 'Mattias Svanberg', 'Joakim Maehle', 'Lovro Majer', 'Maxence Lacroix', 'Pavao Pervan', 'Nicolas Cozza', 'Moritz Jenz', 'Patrick Wimmer', 'Kevin Paredes']",1.4429500000000002
122917,39,FC Augsburg,30,VfL Wolfsburg,"['Jeffrey Gouweleeuw', 'Niklas Dorsch', 'Finn Dahmen', 'Robert Gumny', 'Elvis Rexhbecaj', 'Felix Uduokhai', 'Sven Michel', 'Phillip Tietz', 'Mads Pedersen', 'Fredrik Jensen', 'Ermedin Demirovic']",1.40918
122918,31,TSG 1899 Hoffenheim,46,VfB Stuttgart,"['Pavel Kaderabek', 'Kevin Vogt', 'John Brooks', 'Oliver Baumann', 'Florian Grillitsch', 'Wout Weghorst', 'Grischa Prömel', 'Kevin Akpoguma', 'Robert Skov', 'Maximilian Beier', 'Tom Bischof']",1.67454
122918,46,VfB Stuttgart,31,TSG 1899 Hoffenheim,"['Alexander Nübel', 'Pascal Stenzel', 'Waldemar Anton', 'Atakan Karazor', 'Angelo Stiller', 'Chris Führich', 'Deniz Undav', 'Silas', 'Enzo Millot', 'Hiroki Ito', 'Anthony Rouault']",3.2847500000000007
122919,29,Borussia Dortmund,33,FC Bayern München,"['Mats Hummels', 'Marcel Sabitzer', 'Marco Reus', 'Julian Brandt', 'Salih Özcan', 'Gregor Kobel', 'Marius Wolf', 'Donyell Malen', 'Niclas Füllkrug', 'Julian Ryerson', 'Nico Schlotterbeck']",1.57502
122919,33,FC Bayern München,29,Borussia Dortmund,"['Leroy Sané', 'Harry Kane', 'Kingsley Coman', 'Manuel Neuer', 'Leon Goretzka', 'Konrad Laimer', 'Dayot Upamecano', 'Noussair Mazraoui', 'Alphonso Davies', 'Min-jae Kim', 'Jamal Musiala']",2.8592600000000004
